DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365794,Peyton Travel Limited,984.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/12/2019,400063,British Telecommunications Plc,"16,918.08",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/12/2019,421230,Complete Business Solutions Group Limited,657.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/12/2019,422100,Chubb Fire & Security Limited,697.22,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,02/12/2019,440530,Valtech Limited,626.08,Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/12/2019,810118,AECOM Limited,"4,183.05",Capital
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/12/2019,810119,AECOM Limited,"6,028.47",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02/12/2019,837192,Landcraft Projects Limited,"8,674.44",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02/12/2019,842177,Tecta Associates Limited,750.00,Capital
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,02/12/2019,407111,RedSix Partnership Limited,960.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/12/2019,403363,Newport City Council,"7,461.20",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02/12/2019,100143,Glenda Jones,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365789,Peter Harris,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365789,Peter Harris,"1,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365790,Ceri Byles,"1,000.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/12/2019,101065,New Directions (Education) Limited,676.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/12/2019,101229,Millennium Personnel Services (Education) Limited,526.31,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/12/2019,102633,New Directions (Education) Limited,845.00,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/12/2019,102633,New Directions (Education) Limited,845.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02/12/2019,103032,Teaching Personnel Limited,509.85,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02/12/2019,103110,Teaching Personnel Limited,510.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,215489,April Complete Care Solutions Limited,589.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,217909,April Complete Care Solutions Limited,874.41,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/12/2019,400050,Sellick Partnership Limited,683.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,530.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,530.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,540.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,550.27,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/12/2019,101308,Julian Heinam t/a JV Tree Services,740.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/12/2019,359457,John P Lewis t/a JPL Sound & Communications,"3,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,"1,235.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365789,Simon Lewis t/a Cowbridge and Vale Cars,"1,280.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365790,Simon Lewis t/a Cowbridge and Vale Cars,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/12/2019,365802,Gary P Shaw t/a GP Shaw Taxis,"1,728.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/12/2019,218419,The Gathering Place,932.46,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,218321,Hafod Care Association Limited,645.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101025,Timbermart UK Limited t/a Thomson & Son,588.91,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101025,Unique Flooring (Wales) Limited,"4,140.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Findel Education Limited,595.01,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101145,Burner Efficiency Services Limited,"3,491.42",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,102593,Veolia ES (UK) Limited,816.05,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,102593,Penarth Autocare Limited,853.15,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,03/12/2019,102652,Orbis Education and Care Limited,"6,051.67",Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,03/12/2019,102652,Orbis Education and Care Limited,"8,435.37",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03/12/2019,140110,Lumesse (UK) Limited,"16,452.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03/12/2019,140117,Sanofi Pasteur MSD Limited,"1,000.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03/12/2019,140117,Sanofi Pasteur MSD Limited,"1,940.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,03/12/2019,140122,Childcare Vouchers Limited,"19,789.91",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150401,WR Bishop (Tonyrefail) Limited,"2,452.23",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150401,Brake Bros Limited,"8,001.27",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150401,Castell Howell Foods Limited,"12,649.05",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150671,Peter's Food Service Limited,"1,017.73",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150671,The Real Wrap Co. Limited,"1,175.01",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150671,Chapple & Jenkins Limited,"1,672.23",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150671,Brake Bros Limited,"3,044.59",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,150671,Castell Howell Foods Limited,"3,179.45",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,03/12/2019,157800,Castell Howell Foods Limited,"1,997.28",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Linc-Cymru Housing Association Limited t/a Ty Coch Care Home,662.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,217909,Consensus Support Services Limited t/a Ty Machen,"2,377.22",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/12/2019,260255,Neal Social Care Limited,591.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/12/2019,260255,Neal Social Care Limited,"1,485.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,03/12/2019,319010,Ted Hopkins Limited,710.38,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,03/12/2019,319010,Fleetwheel Limited,"1,181.94",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,03/12/2019,319010,Printmet Limited,"2,783.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/12/2019,333013,Ace Site Services (UK) Limited,"2,335.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/12/2019,333037,Jupiter Play & Leisure Limited,832.32,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/12/2019,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/12/2019,333550,Total Ground Care Limited,"1,695.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,352730,Green Feet Limited,620.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,352730,Green Feet Limited,775.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,352730,Green Feet Limited,835.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,352730,Green Feet Limited,"1,240.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,359457,Pit Barrier Hire Limited,"1,100.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,359457,PPL PRS Limited,"2,792.44",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,365780,DEF Software Limited,925.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/12/2019,365784,Cycle Training Wales Limited,"3,250.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365789,Peyton Travel Limited,"1,190.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365789,Peyton Travel Limited,"1,272.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365789,Peyton Travel Limited,"1,940.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"1,590.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"1,940.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"1,940.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"2,480.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"2,760.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365790,Peyton Travel Limited,"2,780.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365794,Peyton Travel Limited,"1,190.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365803,K-Tax Limited,"9,707.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365803,Merricks Private Transport Contractors Limited,"26,363.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365803,Merricks Private Transport Contractors Limited,"28,119.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,03/12/2019,403206,Edson Print (Services) Limited,522.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,03/12/2019,403207,Minton Treharne & Davies Limited,"1,703.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,03/12/2019,407100,Housemark Limited,"2,400.00",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,03/12/2019,810119,AECOM Limited,"18,017.61",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,03/12/2019,831553,Capita Property and Infrastructure Limited,"3,208.00",Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,03/12/2019,835375,AECOM Limited,"2,364.04",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03/12/2019,842126,Tecta Associates Limited,750.00,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03/12/2019,842126,Tecta Associates Limited,850.00,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03/12/2019,842145,SAM Drylining Limited,"3,192.67",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,03/12/2019,842168,Lodestone Consulting Engineers Limited,"3,250.00",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,03/12/2019,852232,Arqiva Limited,500.00,Capital
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,359457,MB Safety and Security Limited,"1,235.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/12/2019,350712,MJB Associates LLP,"1,200.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,03/12/2019,301051,Cardiff County Council,"7,934.10",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Peter Regan & Ptn t/a Sonic Alarm Systems,"1,130.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365803,Andrew Barnes,"1,500.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,365803,Andrew Barnes,"1,800.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,03/12/2019,403218,Peter Aylmer,"1,117.37",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,102593,Joanna Grace t/a The Sensory Projects,991.90,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/12/2019,359390,University of South Wales,"2,001.00",Revenue
DIRECT POLICY,GF FUNDING,03/12/2019,475970,The Police and Crime Commissioner for South Wales,"1,275,954.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101065,Teaching Personnel Limited,528.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101145,Celtic Teachers Limited,730.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,101145,Celtic Teachers Limited,750.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,102593,Teaching Personnel Limited,526.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/12/2019,102593,Teaching Personnel Limited,526.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,500.63,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,501.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,504.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,508.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,511.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,511.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Springbank Care Home Limited T/A Springbank Nursing Home,514.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Waverley Care Centre Limited,516.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Waverley Care Centre Limited,518.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,524.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,MHA Care Group t/a Morel Court,527.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Northcote Developments Limited,531.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Baltimore Care Limited,532.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,532.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Baltimore Care Limited,533.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),533.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Northcote Developments Limited,534.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Waverley Care Centre Limited,535.83,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Northcote Developments Limited,537.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,538.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,538.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Middlepatch Limited T/A College Fields Nursing Home,541.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Waverley Care Centre Limited,541.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/12/2019,215489,Baltimore Care Limited,542.65,Revenue
