DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/03/2022,120011,Dinomania Limited,950.00,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/03/2022,120080,Askews & Holts Library Services Limited,541.30,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/03/2022,120080,Askews & Holts Library Services Limited,682.49,REVENUE
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,01/03/2022,120080,Askews & Holts Library Services Limited,742.78,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01/03/2022,140122,Datagraphic Group Limited,852.54,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,01/03/2022,140122,Childcare Vouchers Limited,"8,242.77",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,209157,Family Links (Educational Programmes),"2,087.50",REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01/03/2022,212731,Castell Howell Foods Limited,536.06,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215121,Tunstall Healthcare (UK) Limited,"-1,444.65",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Cardiff Homecare Limited,694.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Cardiff Homecare Limited,745.45,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Moorhouse Care Services Limited t/a Moor House Residential Care Home,997.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,216731,CJ Contract Travel Services Limited,"1,980.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,216731,CJ Contract Travel Services Limited,"1,984.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,218321,Accurocare St. John's Home Limited,795.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,218419,Linc-Cymru Housing Association T/A Penylan House Community Nursing Home,"1,176.77",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,218419,Linc-Cymru Housing Association T/A Penylan House Community Nursing Home,"1,320.87",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,715.68,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,766.08,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,"1,357.50",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,"1,357.50",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,"1,357.50",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,"1,357.50",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/03/2022,260210,NonStop Consulting Limited,"1,357.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/03/2022,323665,Redwood Environmental Services Limited,"2,569.60",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/03/2022,325681,Glamorgan Star Limited,912.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/03/2022,359341,ARC Electrical Engineering Solutions Limited,"2,688.26",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/03/2022,365792,Newydd Housing Association (1974) Limited,"400,000.00",REVENUE
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,01/03/2022,403208,Wireless CCTV Limited,"3,070.00",REVENUE
REGULATORY SERVICES SHARED SERVICES,COMMERCIAL SERVICES,01/03/2022,403218,Greenway Equine Veterinary Services Limited,"1,353.38",REVENUE
REGULATORY SERVICES SHARED SERVICES,NEIGHBOURHOOD SERVICES,01/03/2022,403226,Institute of Licensing Limited,680.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/03/2022,405100,The Community Impact Initiative CIC,"1,661.60",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01/03/2022,407120,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,287.30",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,01/03/2022,407160,Happy Embroidery Limited,"1,725.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,01/03/2022,409102,Care & Repair Home Improvement Services Limited,826.74,REVENUE
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,01/03/2022,409102,Thomas CMS (Holdings) Limited,"1,077.50",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF RESOURCES,01/03/2022,409103,Lightning Solutions (Wales) Limited,824.99,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/03/2022,420212,Capita Business Services Limited,"2,830.00",REVENUE
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,01/03/2022,812445,KS Barry (Plumbing & Heating) Limited,"4,311.66",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,01/03/2022,831575,Flood Ark Limited,"29,220.77",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,01/03/2022,831598,Alpine Land Surveyors Limited,650.00,CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL PLANNING,01/03/2022,837115,Sunshine Playgrounds Limited,"7,678.56",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/03/2022,842068,Elite Rendering Systems Limited,"-14,179.83",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/03/2022,842090,SMK Building & Maintenance Limited,"38,014.25",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/03/2022,842168,P & P Building & Roofing Contractors Limited,"31,914.99",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/03/2022,842262,Passiv UK Limited,"16,888.01",CAPITAL
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,01/03/2022,440531,Cardiff County Council,"2,127.15",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,102593,Joe Rowson,960.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES (MILES),01/03/2022,402082,Charles C Holland,"3,840.00",REVENUE
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,01/03/2022,403208,Tim John Evans,"8,100.00",REVENUE
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,01/03/2022,403208,Lee Reynolds,"9,797.50",REVENUE
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,01/03/2022,471900,Annabel Graham Paul,"1,000.00",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101300,Oxford University Press,"3,851.13",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/03/2022,400051,Cabinet Office,"3,219.45",REVENUE
REGULATORY SERVICES SHARED SERVICES,ENTERPRISE & SPECIALIST SERVICES,01/03/2022,403207,Chartered Trading Standards Institute,505.00,REVENUE
REGULATORY SERVICES SHARED SERVICES,ENTERPRISE & SPECIALIST SERVICES,01/03/2022,403365,HM Courts & Tribunal Services - Port Talbot,"7,757.01",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/03/2022,100304,Teaching Personnel Limited,561.05,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/03/2022,100304,Teaching Personnel Limited,561.05,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,01/03/2022,100304,Teaching Personnel Limited,566.30,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,100805,New Directions (Education) Limited,780.20,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,Teaching Personnel Limited,553.85,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,Teaching Personnel Limited,566.30,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,Teaching Personnel Limited,566.30,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,Teaching Personnel Limited,566.30,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,New Directions (Education) Limited,685.33,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,New Directions (Education) Limited,936.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101004,New Directions (Education) Limited,936.50,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Apollo Teaching Services Limited,561.66,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Celtic Teachers Limited,572.60,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Celtic Teachers Limited,572.60,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Celtic Teachers Limited,572.60,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Apollo Teaching Services Limited,936.10,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Apollo Teaching Services Limited,936.10,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101141,Apollo Teaching Services Limited,936.10,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101300,Celtic Teachers Limited,"1,223.65",REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,101308,New Directions (Education) Limited,977.85,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/03/2022,104381,Celtic Teachers Limited,905.00,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01/03/2022,213515,Llysywaun Limited t/a Bayview Lodge Nursing Home,522.00,REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01/03/2022,213515,E & E Homes Limited T/A Cliffhaven Residential Home,"1,479.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,503.87,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,506.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,507.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,HC-One Limited t/a Glanffrwd Care Home,508.71,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,511.03,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,513.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,514.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hebron Hall Limited,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Northcote Developments Limited,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,The Manor House St Hilary Limited T/A Milsom House,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,515.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,520.08,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,The Manor House St Hilary Limited T/A Milsom House,522.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,522.41,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hebron Hall Limited,526.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,528.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,534.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,536.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Northcote Developments Limited,537.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hebron Hall Limited,538.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,539.65,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,540.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Jah-Jireh Homes Limited,543.86,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Northcote Developments Limited,554.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,556.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,561.19,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,562.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,563.10,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hebron Hall Limited,571.47,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Northcote Developments Limited,576.11,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,576.77,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Northcote Developments Limited,578.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,588.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,590.38,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Morel Court,592.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,593.11,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,594.37,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,595.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,595.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,598.23,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,607.83,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,609.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,611.13,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,611.23,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,611.94,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,614.17,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,616.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,618.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,623.74,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,624.46,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,632.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Beatrice Webb Residential Home,633.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,634.27,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,The Manor House St Hilary Limited T/A Milsom House,637.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Morel Court,640.53,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,642.54,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,657.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,659.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,659.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,659.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,The Manor House St Hilary Limited T/A Milsom House,659.98,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,661.58,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,672.79,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,675.86,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,677.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),678.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Morel Court,680.59,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,680.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,685.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,685.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,685.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,685.72,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,685.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,686.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,687.39,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Waverley Care Centre Limited,689.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,690.00,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,697.40,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,698.79,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,707.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Middlepatch Limited T/A College Fields Nursing Home,711.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,715.18,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Springbank Care Home Limited T/A Springbank Nursing Home,715.90,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/03/2022,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),739.27,REVENUE
