DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,778.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Annwyl Limited t/a Bluebird Care,783.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Annwyl Limited t/a Bluebird Care,792.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,796.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,796.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Annwyl Limited t/a Bluebird Care,797.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,805.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,805.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,812.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,819.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,824.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,855.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,877.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,877.07,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Annwyl Limited t/a Bluebird Care,918.21,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Hallows Care Limited T/A Hallows Care,925.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215489,Annwyl Limited t/a Bluebird Care,998.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,912.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,912.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,535.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,535.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,218419,Hallows Care Limited T/A Hallows Care,592.71,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/01/2020,102652,Priory Healthcare Limited T/A Talocher School Priory,"1,759.41",Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/01/2020,102652,Priory Healthcare Limited T/A Talocher School Priory,"22,285.86",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/01/2020,140122,Childcare Vouchers Limited,"19,629.44",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150401,WR Bishop (Tonyrefail) Limited,"2,543.79",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150401,Brake Bros Limited,"9,322.78",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150401,Castell Howell Foods Limited,"13,477.65",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150671,Peter's Food Service Limited,861.16,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150671,The Real Wrap Co. Limited,"2,059.52",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150671,Castell Howell Foods Limited,"3,463.88",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150671,Chapple & Jenkins Limited,"3,856.00",Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,02/01/2020,150671,Brake Bros Limited,"5,966.59",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/01/2020,209151,Lyreco UK Limited,890.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215121,Tunstall Healthcare (UK) Limited,"1,224.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,215191,NonStop Consulting Limited,"1,086.30",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,216181,Handicare Accessibility Limited,"1,500.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/01/2020,341225,Cowbridge Compost Limited,"1,076.09",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/01/2020,341225,Cowbridge Compost Limited,"1,150.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/01/2020,341225,Cowbridge Compost Limited,"1,166.86",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/01/2020,341225,Cowbridge Compost Limited,"1,237.52",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/01/2020,341225,Cowbridge Compost Limited,"2,385.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/01/2020,350711,Thinking Place Limited,"2,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/01/2020,359750,Chatterbox PR Limited t/a Chatterbox Communications,"2,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,02/01/2020,409101,Tecta Associates Limited,"2,630.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/01/2020,140131,Matrix SCM Limited,"122,615.23",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,218321,Cardiff & Vale University Local Health Board,"26,077.54",Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/01/2020,102633,New Directions (Education) Limited,845.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,217909,The Cedars Care Services Limited t/a The Willows,968.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,217909,The Cedars Care Services Limited t/a The Willows,"1,291.33",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,217909,The Cedars Care Services Limited t/a The Willows,"1,614.16",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,217909,The Cedars Care Services Limited t/a The Willows,"4,519.64",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,217909,Valebrook Care Homes Limited,"5,983.50",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/01/2020,216179,Capability Scotland,"5,119.64",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,507.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,508.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,551.50,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Caring Companions Limited,569.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Caring Companions Limited,569.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,576.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Caring Companions Limited,598.57,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,672.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,741.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,763.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Caring Companions Limited,786.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,802.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,803.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,804.57,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,845.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,862.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,881.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,881.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,Willowmere Home Care Agency Limited,938.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,216179,Willowmere Home Care Agency Limited,556.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,216179,Willowmere Home Care Agency Limited,714.40,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101047,Ricoh UK Limited,"1,959.13",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,Seated Furniture Limited,535.44,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,Complete Business Solutions Group Limited,839.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101317,2simple Software Limited,800.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,104385,Midshire Business Systems (Northern) Limited,666.76,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,104385,I Teach (Wales) Limited,824.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,104385,Giglets Limited t/a Giglets Education,"3,460.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215489,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),718.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,217909,Merricks Private Transport Contractors Limited,915.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,217909,Everycare (Cardiff) Limited,"1,408.16",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260200,Action for Children Services Limited,"3,300.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260210,NonStop Consulting Limited,541.80,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260210,NonStop Consulting Limited,541.80,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260255,Stepping Stones (Child Therapy Cons) Limited,580.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260255,Richard Jones Carpets (Barry) Limited,862.33,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260255,Robertsons Legal Limited t/a Robertsons Solicitors,"1,163.42",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260255,Neal Social Care Limited,"1,311.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,03/01/2020,301100,Triscan Systems Limited,"1,647.36",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/01/2020,239043,Cardiff County Council,"34,518.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Rhondda Cynon Taf County Borough Council,"1,478.95",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/01/2020,260150,Gerard McGrath & Ptn t/a McGrath's Catering,635.20,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,03/01/2020,305927,Michael Bryl & Ptn T/A CW Facilities Management,-592.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101229,Steve John,654.24,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/01/2020,239030,Local Government Data Unit - Wales T/A Data Cymru,"8,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/01/2020,365769,Wales Audit Office,"4,592.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF PRIVATE HOUSING CT/HB,03/01/2020,402110,Wales Audit Office,"7,116.50",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,03/01/2020,420212,Wales Audit Office,"1,277.50",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Wales Audit Office,"2,743.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Wales Audit Office,"8,113.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Wales Audit Office,"8,113.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Wales Audit Office,"13,666.67",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,03/01/2020,471900,Wales Audit Office,"13,666.67",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101047,New Directions (Education) Limited,619.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101047,New Directions (Education) Limited,757.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101047,New Directions (Education) Limited,757.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,New Directions (Education) Limited,642.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,New Directions (Education) Limited,734.80,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,New Directions (Education) Limited,849.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101063,New Directions (Education) Limited,858.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101145,Celtic Teachers Limited,600.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101305,Hays Specialist Recruitment Limited,516.25,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101305,Bay Resourcing Limited,805.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,571.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,571.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,599.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,714.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,718.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/01/2020,215006,Hays Specialist Recruitment Limited,719.79,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,570.59,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,583.86,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,583.86,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,639.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,654.55,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,03/01/2020,303910,Hays Specialist Recruitment Limited,654.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/01/2020,101317,Cwmni Urdd Gobaith Cymru,"2,910.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Heidi Christoforato t/a Churchfields Home Care,507.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,540.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,540.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,540.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,547.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Caring Companions Limited,569.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Caring Companions Limited,569.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Heidi Christoforato t/a Churchfields Home Care,583.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Caring Companions Limited,598.57,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,600.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,601.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,601.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,658.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,672.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,685.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,713.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,714.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,720.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,722.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,730.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,734.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,744.16,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,1st Grade Care Limited,750.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,757.80,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,768.43,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Caring Companions Limited,786.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,791.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,791.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,833.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,834.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,952.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Willowmere Home Care Agency Limited,"1,058.19",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,216179,Willowmere Home Care Agency Limited,714.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,217909,Heidi Christoforato t/a Churchfields Home Care,743.33,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101030,A-Day Consultants Limited T/A Academics,"2,086.10",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101030,A-Day Consultants Limited T/A Academics,"2,086.10",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101213,Ricoh UK Limited,912.91,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101213,Globebrow Limited t/a Manor Adventure,"1,300.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101213,Landscapes for Learning Limited,"1,335.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/01/2020,101213,Create Development Limited,"1,595.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/01/2020,103202,A-Day Consultants Limited T/A Academics,511.32,Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,06/01/2020,130041,HJ Consulting Limited,616.00,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,06/01/2020,212781,Castell Howell Foods Limited,"1,075.47",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,560.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,602.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,602.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,672.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,672.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,217909,Everycare (Cardiff) Limited,"1,090.76",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/01/2020,217909,Everycare (Cardiff) Limited,"1,521.52",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,06/01/2020,218302,Mental Health Matters Wales Limited,706.05,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06/01/2020,260060,Foster Care Group Wales Cyf,"12,369.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,06/01/2020,400063,British Telecommunications Plc,"17,699.73",Revenue
