DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/04/2021,354727,Secure-a-Field Limited,"9,896.22",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/04/2021,356021,J S Bowsher Limited,"1,443.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/04/2021,359463,Golley Slater Group Limited,643.48,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400053,Democracy Counts Limited,"12,940.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400063,Virgin Media Business Limited,"1,017.84",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,402451,Wireless CCTV Limited,"30,000.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/04/2021,402500,Dennis Hellyar Architects Limited,"2,125.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405004,Rubicon Facilities Management Limited,"3,808.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405004,HSG Facilities Management Limited,"8,001.28",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,D2 Propco Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,D2 Propco Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Llamau Limited,"8,674.62",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,01/04/2021,407203,Business Gas Limited / Electricity,576.48,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01/04/2021,407400,IOTS (UK) Limited,"1,935.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01/04/2021,407400,IOTS (UK) Limited,"3,670.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,01/04/2021,409101,SMK Building & Maintenance Limited,"6,764.70",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,421230,Telefonica UK Limited t/a O2,"2,780.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,422201,VOG Fire & Security Limited,750.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,01/04/2021,440530,Abavus Limited,"6,000.00",Revenue
DIRECT POLICY,GF CORPORATE POLICY MAKING,01/04/2021,460500,PSL Print Management Limited,"1,280.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,01/04/2021,471921,PSL Print Management Limited,"1,320.00",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL GROUNDS MAINT,01/04/2021,832293,Sunshine Playgrounds Limited,"4,992.30",Revenue
DIRECT CAPITAL SOCIAL SERVICES,CAPITAL COMM CARE & HEALTH,01/04/2021,821074,Little Inspirations Limited,"10,000.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL BUILDING,01/04/2021,830000,CEM Day Limited,"26,634.14",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,01/04/2021,834272,J.D. Heating and Plumbing and Mechanical Services Limited,"1,647.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,01/04/2021,834272,Fatkin Limited,"8,045.50",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,01/04/2021,834277,Marshalls Mono Limited,"1,954.81",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/04/2021,842147,David Clements Ecology Limited,641.70,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/04/2021,842221,Horizon Civil Engineering Limited,"15,250.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,01/04/2021,843006,Innovate Trust Limited,"3,278.37",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,01/04/2021,852239,Cardiff International Airport Limited,"3,453.97",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,01/04/2021,852239,Cardiff International Airport Limited,"3,824.04",Capital
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,01/04/2021,102652,Rhondda Cynon Taf County Borough Council,"36,103.94",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,01/04/2021,403207,Tameside Metropolitan Borough Council NAFN,800.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,01/04/2021,403228,Tameside Metropolitan Borough Council NAFN,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405113,Cardiff County Council,"1,147.36",Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,01/04/2021,102703,Abla O’Callaghan,589.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/04/2021,215001,Anna Tkaczynska,"1,440.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,Duncan M Evans,830.80,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,Duncan M Evans,"1,809.84",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,Lyndon Mustoe,"1,928.72",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,Lyndon Mustoe,"2,047.44",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405100,Lyndon Mustoe,"2,077.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/04/2021,209157,Cardiff & Vale University Local Health Board,"1,530.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/04/2021,209157,Cardiff & Vale University Local Health Board,"1,530.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/04/2021,209157,Cardiff & Vale University Local Health Board,"1,530.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/04/2021,101300,Celtic Teachers Limited,531.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/04/2021,101300,New Directions (Education) Limited,908.60,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,01/04/2021,101300,New Directions (Education) Limited,908.60,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/04/2021,323686,Hays Specialist Recruitment Limited,"1,318.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/04/2021,323686,Hays Specialist Recruitment Limited,"1,322.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"-1,485.94",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"-1,322.35",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,882.05,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,185.82",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,299.36",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,299.36",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,322.35",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,485.94",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,485.94",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,754.63",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/04/2021,400050,Sellick Partnership Limited,"1,918.39",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,421230,Hays Specialist Recruitment Limited,850.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,421230,Hays Specialist Recruitment Limited,"1,275.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,421230,Hays Specialist Recruitment Limited,"1,700.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/04/2021,421230,Hays Specialist Recruitment Limited,"2,040.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/04/2021,216179,Crosshands Care Limited,"4,502.04",Revenue
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/04/2021,130503,Brian Welsh T/A Autec Transport Training,"1,500.00",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL LIBRARIES,01/04/2021,815006,Mark Adams t/a Cratemate,632.00,Capital
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/04/2021,215489,The Friendly Trust,576.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/04/2021,323020,Dinas Powys Voluntary Concern,500.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/04/2021,405103,Platfform For Change,"3,176.67",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL LIBRARIES,01/04/2021,815006,Penarth Unit 266 of the Sea Cadet Corps,"5,440.00",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,01/04/2021,852544,Glamorgan Voluntary Services,"1,149.79",Capital
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,1st Grade Care Limited,502.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,1st Grade Care Limited,539.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,1st Grade Care Limited,586.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,1st Grade Care Limited,689.44,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,1st Grade Care Limited,723.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,860.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,860.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,860.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,216179,1st Grade Care Limited,595.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,216179,1st Grade Care Limited,683.07,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,100307,Lyreco UK Limited,"2,679.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,100307,Lyreco UK Limited,"9,935.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/04/2021,101047,A Class Apart Limited,900.00,Revenue
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,06/04/2021,102703,Big Fresh Catering Company Limited,"15,581.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,06/04/2021,140122,Childcare Vouchers Limited,"10,978.12",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,06/04/2021,140131,Matrix SCM Limited,"145,007.48",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,218323,Hafod Housing Association Limited T/A Gwynfa,793.48,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06/04/2021,209151,Gibbonsdown Childrens Centre Limited,"1,680.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06/04/2021,209151,Little Inspirations Limited,"3,740.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06/04/2021,209151,Gibbonsdown Childrens Centre Limited,"9,600.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Cartrefi Cymru Co-Operative Limited,629.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Cartrefi Cymru Co-Operative Limited,629.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Cartrefi Cymru Co-Operative Limited,629.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Cartrefi Cymru Co-Operative Limited,629.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Innovate Trust Limited,745.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Innovate Trust Limited,"1,739.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Innovate Trust Limited,"1,739.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Innovate Trust Limited,"1,739.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,217905,Innovate Trust Limited,"1,739.00",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,06/04/2021,218302,PohWer,814.54,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,06/04/2021,218302,MHFA Wales Limited t/a Mental Health First Aid Wales,"2,437.90",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,06/04/2021,218302,MHFA Wales Limited t/a Mental Health First Aid Wales,"2,810.30",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06/04/2021,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,"1,474.25",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,06/04/2021,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"21,160.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,06/04/2021,333500,Tudor (UK) Limited T/A Tudor Environmental,"1,712.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,06/04/2021,333500,Bus Shelters Limited,"6,792.64",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,06/04/2021,333550,Ace Site Services (UK) Limited,"9,065.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,06/04/2021,341225,CK International Limited,"2,245.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,06/04/2021,400063,Sky UK Limited,"1,303.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405100,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405113,Knights Lettings Limited T/A Knights Estate Agents,675.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405113,Knights Lettings Limited T/A Knights Estate Agents,750.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA REPAIRS,06/04/2021,409103,OpenView Security Solutions Limited,"1,616.14",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,06/04/2021,422190,Lyreco UK Limited,"2,990.00",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,06/04/2021,831568,David Clements Ecology Limited,"4,868.50",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,06/04/2021,834264,Sunshine Playgrounds Limited,"21,246.11",Capital
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,06/04/2021,120004,Ceredigion County Council,"1,700.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,06/04/2021,120004,Ceredigion County Council,"6,162.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,06/04/2021,405113,Salvatore Cannatella,650.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,100401,Teachers Pensions,"3,483.90",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,100402,Teachers Pensions,"2,480.07",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,100406,Teachers Pensions,"1,099.14",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06/04/2021,101047,New Directions (Education) Limited,856.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06/04/2021,103229,Millennium Personnel Services (Education) Limited,915.83,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Hebron Hall Limited,503.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,507.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,HC-One Limited t/a Glanffrwd Care Home,507.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,The Manor House St Hilary Limited T/A Milsom House,508.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Hebron Hall Limited,511.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Hebron Hall Limited,511.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,512.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Waverley Care Centre Limited,515.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,June Zehetmayr t/a Tower Hill Residential Home,519.03,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,519.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,520.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Harrison Care Enterprises Barry Limited t/a Island View,523.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,526.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,532.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,534.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,535.89,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,535.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,538.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,544.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,549.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,551.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Baltimore Care Limited,552.30,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Northcote Developments Limited,554.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,556.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,MHA Care Group t/a Morel Court,561.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06/04/2021,215489,Northcote Developments Limited,561.19,Revenue
