DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215487,Cardiff County Council,"4,004,763.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03/08/2020,405100,Duncan M Evans,"1,338.80",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03/08/2020,402451,OFCOM,-885.00,REVENUE
DIRECT POLICY,GF FUNDING,03/08/2020,475970,The Police and Crime Commissioner for South Wales,"1,381,893.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215489,April Complete Care Solutions Limited,702.05,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,217909,April Complete Care Solutions Limited,858.10,REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,03/08/2020,400050,Sellick Partnership Limited,"1,821.05",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215489,Melanie French t/a Rhoose Cars,"2,820.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215489,Melanie French t/a Rhoose Cars,"4,880.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215489,Melanie French t/a Rhoose Cars,"6,020.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/08/2020,325700,Julian Heinam t/a JV Tree Services,650.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,03/08/2020,405004,Heather A Tucker T/A Tadross Hotel,"5,599.90",REVENUE
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/08/2020,209165,The National Youth Advocacy Service,"91,293.81",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/08/2020,215025,Diverse Excellence Cymru,"4,378.77",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/08/2020,333530,Royal National Lifeboat Institution,"26,649.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,534.20,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,544.22,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,586.04,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,589.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,591.80,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,594.14,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,602.26,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,615.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,640.78,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,683.07,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,683.62,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,All Saints DC Limited,705.52,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,707.51,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,723.88,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,724.30,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,1st Grade Care Limited,730.62,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,741.76,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,All Saints DC Limited,753.12,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,761.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,765.74,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,771.89,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,All Saints DC Limited,774.58,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,797.29,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,798.22,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,798.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,805.23,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,806.59,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,816.17,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Annwyl Limited t/a Bluebird Care,822.53,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,829.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Care In Wales Limited T/A Care in the Vale,859.25,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,870.27,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,898.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,216179,Care In Wales Limited T/A Care in the Vale,813.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,A1 Care Services Limited t/a Ty Ceirios Nursing Home,517.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,Care In Wales Limited T/A Care in the Vale,563.16,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,585.92,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,Care In Wales Limited T/A Care in the Vale,587.36,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,Care In Wales Limited T/A Care in the Vale,745.63,REVENUE
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,04/08/2020,100926,Blue Transportation Limited,"1,676.00",REVENUE
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,04/08/2020,102652,Red Rose School Cardiff Limited,"45,666.00",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,213271,CJ Contract Travel Services Limited,985.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,213271,CJ Contract Travel Services Limited,"1,828.50",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,213271,CJ Contract Travel Services Limited,"1,914.75",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cwtch Care Limited,562.66,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Cwtch Care Limited,681.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.35,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,216731,CJ Contract Travel Services Limited,"1,294.80",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,216731,CJ Contract Travel Services Limited,"1,707.75",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,216731,CJ Contract Travel Services Limited,"1,711.20",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,217909,Accomplish Group Limited t/a Ty Bradwen,"1,755.30",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218321,Hafod Housing Association Limited,645.50,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,218419,Ty Draw & Wentworth Lodge Limited t/a Wentworth Lodge,647.79,REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Foster Care Associates Limited,"-4,820.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Stepping Stones Care Services (South Wales) Limited,"1,800.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Foster Care Associates Limited,"3,105.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,162.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,166.34",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,351.10",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,351.10",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,516.33",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,516.33",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,516.33",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,516.33",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Foster Care Associates Limited,"3,560.40",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Foster Care Associates Limited,"3,615.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Foster Care Associates Limited,"3,645.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,752.24",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,The National Fostering Agency Limited,"3,827.26",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Care 4 Children Residential Services Limited,"8,141.04",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Stepping Stones Care Services (South Wales) Limited,"12,400.00",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Hafan Saff Cyf,"17,692.13",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Orbis Education and Care Limited,"24,327.38",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260060,Priory Education Services Limited T/A Queenswood Underhills,"42,476.67",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GARAGE,04/08/2020,319010,NTM - GB Limited,"1,464.43",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04/08/2020,325560,Centregreat Limited,"3,686.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,04/08/2020,325644,Centregreat Limited,"82,785.18",REVENUE
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,04/08/2020,333036,Countrywide Grounds Maintenance Limited,"28,544.25",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365769,Blue Transportation Limited,"2,448.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365769,Creigiau Travel Limited,"3,960.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365789,Travellink Solutions Limited,845.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365789,Blue Transportation Limited,"1,020.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365789,Easyway Minicoach Hire Limited,"2,604.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Merricks Private Transport Contractors Limited,572.00,REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Merricks Private Transport Contractors Limited,"1,144.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Merricks Private Transport Contractors Limited,"1,170.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Merricks Private Transport Contractors Limited,"1,170.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Creigiau Travel Limited,"2,330.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Easyway Minicoach Hire Limited,"2,838.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365790,Travellink Solutions Limited,"4,920.00",REVENUE
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,04/08/2020,365794,Creigiau Travel Limited,"1,964.20",REVENUE
DIRECT CAPITAL SOCIAL SERVICES,CAPITAL COMM CARE & HEALTH,04/08/2020,821066,Burner Efficiency Services Limited,"8,525.00",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL WASTE,04/08/2020,832701,Skyline Rope Access Limited,"9,000.00",CAPITAL
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,04/08/2020,834231,Capita Property and Infrastructure Limited,"11,027.09",CAPITAL
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,04/08/2020,834262,Master Lettings Limited,"16,304.72",CAPITAL
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,04/08/2020,842126,Thomas CMS (Holdings) Limited,"63,389.83",CAPITAL
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,04/08/2020,834231,Ceri Morgan & Ptns T/A King Davies & Partners,506.00,CAPITAL
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Sharon Metson,"2,447.08",REVENUE
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,04/08/2020,837154,Wrigleys Solicitors LLP,"1,400.00",CAPITAL
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260156,Cardiff & Vale University Local Health Board,"1,606.48",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260156,Cardiff & Vale University Local Health Board,"6,158.19",REVENUE
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,04/08/2020,260156,Cardiff & Vale University Local Health Board,"12,231.04",REVENUE
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,04/08/2020,422160,Hays Specialist Recruitment Limited,"1,106.89",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215022,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,634.60,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"2,997.57",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"2,997.57",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"2,997.57",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215022,Harrison Care Enterprises Barry Limited t/a Island View,"2,997.57",REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,501.91,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,502.44,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Hebron Hall Limited,503.56,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,HC-One Limited t/a Glanffrwd Care Home,507.93,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,509.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Waverley Care Centre Limited,512.46,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Springbank Care Home Limited T/A Springbank Nursing Home,512.48,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Waverley Care Centre Limited,515.95,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,517.01,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,June Zehetmayr t/a Tower Hill Residential Home,519.03,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,519.31,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,519.85,REVENUE
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,04/08/2020,215489,Middlepatch Limited T/A College Fields Nursing Home,532.06,REVENUE
