DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,975.06,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,All Saints DC Limited,"1,133.92",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,512.30,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,526.85,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,526.85,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Hafod Housing Association Limited,532.73,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,620.90,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,620.90,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,634.48,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,899.46,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Cwtch Care Limited,899.46,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,215489,Hafod Housing Association Limited,"1,028.72",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,All Saints DC Limited,512.71,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,All Saints DC Limited,524.44,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,537.95,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,545.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,All Saints DC Limited,640.92,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,The Cedars Care Services Limited t/a The Willows,"1,170.48",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,216179,Capability Scotland,"6,245.80",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,217909,The Cedars Care Services Limited t/a The Willows,780.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,217909,The Cedars Care Services Limited t/a The Willows,780.32,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,217909,The Cedars Care Services Limited t/a The Willows,"1,170.48",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,217909,The Cedars Care Services Limited t/a The Willows,"2,731.12",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/09/2022,218419,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,834.40,REVENUE,
DIRECT YOS,GF YOS,01/09/2022,221341,Securcare Limited,647.08,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/09/2022,260130,Securcare Limited,647.07,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,01/09/2022,303000,Gibbon Equipment Hire Limited,553.58,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,01/09/2022,303000,Egan Waste Services Limited,975.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,01/09/2022,303000,Egan Waste Services Limited,"2,600.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303900,FJ Lowery & Son Roofing Limited,500.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303900,FJ Lowery & Son Roofing Limited,600.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303900,Swain Scaffolding Limited,600.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303900,SMK Building & Maintenance Limited,"1,992.84",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303910,Woodland Electrical Barry Limited,693.65,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303910,Woodland Electrical Barry Limited,756.18,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,01/09/2022,303910,Woodland Electrical Barry Limited,860.85,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,303931,Vink UK Limited t/a Sheet Plastics,615.29,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,303950,J & D Water Consultants Limited,560.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,303950,Cardiff Lift Company Limited,685.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,01/09/2022,304103,ARC Contracting Limited,"4,058.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,306365,O'Leary Decorators Limited,"1,200.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,306385,PL Scaffolding Solutions Limited,"44,660.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,01/09/2022,306400,Edwin P Beynon,"4,925.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,01/09/2022,306409,AKW Medi-Care Limited,858.86,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,BUILDING CARETAKING/SECURITY,01/09/2022,312160,HSG Facilities Management Limited,990.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/09/2022,323680,Wemo-Tec UK Limited,"4,588.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/09/2022,323686,Glamorgan Star Limited,"1,216.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/09/2022,333510,Ace Site Services (UK) Limited,800.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/09/2022,350746,Feilden Clegg Bradley Studios LLP,"15,000.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/09/2022,354037,Public Health Wales NHS Trust,"6,500.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/09/2022,365786,Easyway Minicoach Hire Limited,"9,627.09",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/09/2022,365786,New Adventure Travel Limited,"23,162.97",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/09/2022,365790,CJ Contract Travel Services Limited,624.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,01/09/2022,365790,The Edge (Systems) Limited,"2,520.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/09/2022,400051,Democracy Counts Limited,"12,940.00",REVENUE,
REGULATORY SERVICES SHARED SERVICES,CLOSED COST CENTRES,01/09/2022,403135,VIP-System Limited,"4,988.40",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/09/2022,405311,Llamau Limited,"3,007.21",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/09/2022,405311,Llamau Limited,"7,067.34",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01/09/2022,407119,Hays Specialist Recruitment Limited,"1,157.40",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/09/2022,421230,Halo Service Solutions Limited,"-14,160.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/09/2022,421235,Portfolio Payroll Limited,583.50,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/09/2022,421235,Portfolio Payroll Limited,719.65,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/09/2022,421235,Mike Glavin Catalyst Limited,"1,368.26",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,01/09/2022,440530,Oyster Information Management Solutions Limited,"-1,925.00",REVENUE,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL ECO DEV,01/09/2022,834272,Drainforce Limited,"1,240.92",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL ECO DEV,01/09/2022,834282,Wardell Armstrong LLP,-750.00,CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,01/09/2022,845003,Handicare Accessibility Limited,"1,725.00",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,01/09/2022,845003,Handicare Accessibility Limited,"1,755.00",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,01/09/2022,845003,Handicare Accessibility Limited,"4,660.00",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PRIV HSG,01/09/2022,845003,Jefferies Decorating Contractors Limited,"4,732.04",CAPITAL,
DIRECT CAPITAL POLICY,CAPITAL POLICY,01/09/2022,852587,Clenergy EV Limited,"19,084.50",CAPITAL,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Calbarrie Compliance Services Limited,571.15,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Biffa Waste Services Limited,632.52,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Biffa Waste Services Limited,831.86,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,O'Leary Decorators Limited,"1,865.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Unique Flooring (Wales) Limited,"3,400.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Unique Flooring (Wales) Limited,"3,500.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Unique Flooring (Wales) Limited,"3,600.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Teaching Personnel Limited,574.90,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Teaching Personnel Limited,574.90,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101065,Apollo Teaching Services Limited,944.05,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101075,M W Contracting Carpentry Services Limited,"3,022.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101075,M W Contracting Carpentry Services Limited,"8,418.18",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101285,No More Marking Limited,535.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101285,Siemens Financial Services Limited,635.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101285,Complete Business Solutions Group Limited,656.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/09/2022,101306,Limegreentangerine Limited,"1,462.50",REVENUE,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,02/09/2022,130030,Golley Slater Group Limited,706.37,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/09/2022,140111,Disclosure and Barring Service,912.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/09/2022,140127,Safety Solutions Training Limited,800.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/09/2022,140129,Learnaboutfilm Limited,500.00,REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156601,ABM Catering for Leisure Limited,"8,095.50",REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156608,ABM Catering for Leisure Limited,"5,032.60",REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156613,ABM Catering for Leisure Limited,"32,894.88",REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156624,ABM Catering for Leisure Limited,"1,701.30",REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156630,ABM Catering for Leisure Limited,"5,322.00",REVENUE,
DIRECT LEARNING AND SKILLS,CATERING COSTS IN SCHOOLS,02/09/2022,156637,ABM Catering for Leisure Limited,"13,822.96",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,213522,Willowmere Home Care Agency Limited,"7,490.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,213522,Springbank Care Home Limited T/A Springbank Nursing Home,540.77,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,213522,Amethyst Health Care Limited t/a Hillstone House,"7,619.38",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,213522,Action for Children t/a Headlands School,"1,589.40",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215001,Disclosure and Barring Service,"1,216.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,579.51,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,622.67,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,665.82,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,764.46,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,801.45,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Caring Companions Limited,863.10,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Cwtch Care Limited,526.85,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Cwtch Care Limited,620.90,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Cwtch Care Limited,634.48,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Cardiff Homecare Limited,641.48,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,215489,Cwtch Care Limited,867.92,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/09/2022,216179,Caring Companions Limited,585.68,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/09/2022,260020,Disclosure and Barring Service,"2,792.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/09/2022,303900,FJ Lowery & Son Roofing Limited,"1,830.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,02/09/2022,304103,SMK Building & Maintenance Limited,846.85,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,02/09/2022,306349,Gary Jones T/A Rezabond Surfacing,"17,670.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,02/09/2022,306357,O'Leary Decorators Limited,"2,210.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,02/09/2022,306359,Acoustic Ceilings Limited,"1,143.72",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,02/09/2022,306387,Care & Repair Home Improvement Services Limited,"6,006.78",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Fleetwheel Limited,542.94,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,WW Truck and Bus Limited t/a Truck and Bus Wales and West,661.32,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,C & K Supplies (UK) Limited,764.68,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,M & M Commercials Limited,"1,041.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Barry Town United AFC,"1,100.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Fuchs Lubricants (UK) Plc,"1,760.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Overton (UK) Limited,"2,786.46",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,UK Telematics Limited,"3,796.20",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,529.21,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,550.74,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,766.98,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,783.87,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,798.93,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,802.08,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,828.22,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,828.31,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,967.39,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,042.54",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,132.06",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,225.51",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,231.64",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,233.16",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,243.20",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,277.69",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/09/2022,319010,Ceri Williams t/a Mobile Tyre Services,"1,322.76",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/09/2022,323686,Glamorgan Star Limited,"2,432.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/09/2022,333013,Ace Site Services (UK) Limited,650.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/09/2022,333036,Countrywide Grounds Maintenance Limited,"28,544.25",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/09/2022,333550,Ace Site Services (UK) Limited,650.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/09/2022,333550,Ace Site Services (UK) Limited,"1,600.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/09/2022,333610,Caerphilly Skip Hire (CWS) Limited,"2,730.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/09/2022,341520,Webaspx Limited,"9,882.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/09/2022,349702,Golley Slater Group Limited,946.87,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/09/2022,349702,Golley Slater Group Limited,"1,945.87",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/09/2022,365790,Cranley Investments Limited t/a Premier Cars,750.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/09/2022,365790,Watts Coaches Limited,900.00,REVENUE,
REGULATORY SERVICES SHARED SERVICES,NEIGHBOURHOOD SERVICES,02/09/2022,403162,Disclosure and Barring Service,"3,914.00",REVENUE,
REGULATORY SERVICES SHARED SERVICES,NEIGHBOURHOOD SERVICES,02/09/2022,403330,Disclosure and Barring Service,532.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,02/09/2022,407120,Redwood Environmental Services Limited,575.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,02/09/2022,407120,Redwood Environmental Services Limited,"2,000.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,02/09/2022,407201,Redwood Environmental Services Limited,600.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,02/09/2022,407201,Redwood Environmental Services Limited,750.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,02/09/2022,407201,Redwood Environmental Services Limited,"1,085.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,02/09/2022,407201,Redwood Environmental Services Limited,"1,185.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA SPECIAL SERVICES,02/09/2022,407201,Redwood Environmental Services Limited,"1,190.00",REVENUE,
