DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101202,Legacy Leisure Limited,"3,105.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101233,Springfield Supplies & Projects Limited,"2,868.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101304,Chubb Fire & Security Limited,"1,345.19",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101315,Biffa Waste Services Limited,515.56,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,104385,Burner Efficiency Services Limited,585.01,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,104385,For Schools Support Limited,645.50,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,104385,For Schools Support Limited,891.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,02/03/2020,130278,Llamau Limited,"7,000.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/03/2020,140122,Childcare Vouchers Limited,"-1,600.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/03/2020,140122,Childcare Vouchers Limited,"19,405.42",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,560.88,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,602.48,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Allied Health-Services Limited t/a Allied Healthcare,672.12,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Hafod Housing Association Limited,773.92,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Floydies Limited,"3,520.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260060,Foster Care Group Wales Cyf,"11,571.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260060,Stepping Stones Care Services (South Wales) Limited,"11,600.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Neal Social Care Limited,"1,322.63",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Neal Social Care Limited,"1,395.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Neal Social Care Limited,"1,518.50",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Neal Social Care Limited,"1,676.45",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Neal Social Care Limited,"2,160.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02/03/2020,301062,G.P.H.I.T (Integrated Services) Limited,540.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,02/03/2020,301062,G.P.H.I.T (Integrated Services) Limited,700.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/03/2020,303901,SMK Building & Maintenance Limited,"1,636.58",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/03/2020,303901,Go Access Limited,"2,410.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/03/2020,303910,Woodland Electrical Barry Limited,984.94,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/03/2020,303910,SMK Building & Maintenance Limited,"1,402.82",Revenue,
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,02/03/2020,303950,Action Airconditioning Limited,779.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,02/03/2020,304103,Go Access Limited,"1,247.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,02/03/2020,305917,SMK Building & Maintenance Limited,"5,703.97",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/03/2020,319010,Holt JCB Limited,517.72,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/03/2020,319010,M & M Commercials Limited,585.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/03/2020,325369,Cemex UK Materials Limited,569.01,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/03/2020,325682,Waterman Aspen Limited,688.70,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/03/2020,325682,Waterman Aspen Limited,744.92,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/03/2020,325682,Waterman Aspen Limited,850.33,Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/03/2020,349605,Computacenter (UK) Limited,"3,778.95",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/03/2020,365761,Metropolis International Group Limited t/a Property Week,"1,340.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/03/2020,365763,Computacenter (UK) Limited,"1,079.70",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/03/2020,400063,British Telecommunications Plc,"17,722.85",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/03/2020,402500,Stanford Marsh Limited t/a Cadspec,798.75,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/03/2020,403207,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/03/2020,403219,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/03/2020,403220,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Llamau Limited,575.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,ACTL Limited,810.80,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Seabreeze Property Limited T/A Alexandra Guest House,"1,390.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405108,Pegasus Maintenance Services Limited,"1,825.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405108,Pegasus Maintenance Services Limited,"1,945.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405116,Front Row Properties Management Limited,575.00,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,420211,Capita Business Services Limited,"1,880.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,421230,RedCortex Limited,"1,800.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,421230,Telefonica UK Limited t/a O2,"2,780.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,421230,Computacenter (UK) Limited,"3,177.60",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,421230,WCS Enterprises Limited,"4,200.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/03/2020,421230,WCS Enterprises Limited,"5,400.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE AND CUSTOMER SERVICES,02/03/2020,440526,Broom Incentives Limited,520.00,Revenue,
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/03/2020,810118,AECOM Limited,"4,183.05",Capital,
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/03/2020,810119,AECOM Limited,"6,028.47",Capital,
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/03/2020,810121,AECOM Limited,"18,017.64",Capital,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02/03/2020,812312,AECOM Limited,"11,820.24",Capital,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02/03/2020,812364,AECOM Limited,"11,820.24",Capital,
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,02/03/2020,835375,AECOM Limited,"3,743.24",Capital,
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,02/03/2020,835375,Baillie Kerr Limited,"6,380.63",Capital,
DIRECT CAPITAL POLICY,CAPITAL POLICY,02/03/2020,852238,European Electronique Limited,"4,219.07",Capital,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101233,Cardiff County Council,984.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,02/03/2020,305974,Paul Robinson & Ptn T/A RM Scaffolding,"1,250.00",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215481,Carol Knotts,600.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215481,Dr Lisa Rippon,"1,416.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260160,Shirley Fenwick,607.45,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/03/2020,400050,Cerys Walters,600.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Duncan M Evans,682.55,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215001,Disclosure and Barring Service,520.00,Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260020,Disclosure and Barring Service,"1,240.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/03/2020,403162,Disclosure and Barring Service,"1,760.00",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/03/2020,403330,Disclosure and Barring Service,760.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101047,New Directions (Education) Limited,757.50,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101055,Bay Resourcing Limited,733.17,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101055,Bay Resourcing Limited,839.03,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101304,Teaching Personnel Limited,"1,811.65",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101315,New Directions (Education) Limited,552.75,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02/03/2020,212741,Hays Specialist Recruitment Limited,714.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,April Complete Care Solutions Limited,684.85,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,217909,April Complete Care Solutions Limited,872.41,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,560.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,560.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,560.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Glamorgan Home Care Limited t/a Home Instead Senior Care,560.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/03/2020,215489,Vale Care Services Limited,865.20,Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/03/2020,190061,The Bear Pak,729.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/03/2020,319010,Ceri Williams t/a Mobile Tyre Services,"3,317.24",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/03/2020,365802,Gary P Shaw t/a GP Shaw Taxis,"1,260.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Susan Shepherd t/a KKG Properties,712.12,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02/03/2020,405100,Susan Shepherd t/a KKG Properties,830.80,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/03/2020,101031,The National Trust For Places Of Historic Interest Or Natural Beauty,"4,790.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260060,Barnardos Cymru,"2,879.29",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260060,Barnardos Cymru,"2,904.14",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/03/2020,260060,Barnardos Cymru,"3,475.86",Revenue,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03/03/2020,100121,Phoenix Software Limited,787.05,Revenue,
DIRECT LEARNING AND SKILLS,DIRECTORS OFFICE,03/03/2020,100131,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101025,Howden Joinery Limited,"1,002.05",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101025,Dale Building Maintenance Limited,"4,709.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101094,A-Day Consultants Limited T/A Academics,758.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101094,I Teach (Wales) Limited,"1,500.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101229,PAT South Wales Limited t/a PSW Services,596.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,101229,For Schools Support Limited,645.50,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,03/03/2020,102632,Smooth Starts Plus Limited,"1,776.00",Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,03/03/2020,102652,Smooth Starts Plus Limited,660.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,03/03/2020,102801,CJ Contract Travel Services Limited,733.50,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03/03/2020,103063,A-Day Consultants Limited T/A Academics,507.75,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03/03/2020,103593,Education Staffing Solutions Limited,506.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03/03/2020,103593,Education Staffing Solutions Limited,506.25,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03/03/2020,104381,Midshire Business Systems (Northern) Limited,"1,439.92",Revenue,
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03/03/2020,120051,C & K Supplies (UK) Limited,"1,344.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/03/2020,130503,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT LEARNING AND SKILLS,GF CATERING,03/03/2020,154401,ABM Catering for Leisure Limited,"1,808.00",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/03/2020,201851,NonStop Consulting Limited,866.88,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/03/2020,209042,Legacy Leisure Limited,"1,730.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,209151,Chubb Fire & Security Limited,"1,312.38",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,209162,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,215489,Grangelodge Residential Home Limited t/a Grangelodge,553.36,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,215489,Linc-Cymru Housing Association Limited t/a Ty Coch Care Home,662.58,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,215489,Sunshine Care Limited t/a The Retreat Care Home,503.09,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,216179,Grangelodge Residential Home Limited t/a Grangelodge,851.05,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,216181,Handicare Accessibility Limited,"-2,140.00",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,216181,Handicare Accessibility Limited,"1,410.00",Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/03/2020,218302,Mental Health Matters Wales Limited,553.95,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03/03/2020,218321,Hafod Housing Association Limited,645.50,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,03/03/2020,239030,Computacenter (UK) Limited,"1,123.29",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,260115,Llamau Limited,"9,259.75",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,260130,Llamau Limited,"1,140.72",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,260130,Llamau Limited,"1,140.72",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,260210,NonStop Consulting Limited,"1,336.44",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03/03/2020,260255,Neal Social Care Limited,"1,291.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/03/2020,300600,Computacenter (UK) Limited,"2,246.58",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,03/03/2020,319000,Civica UK Limited,"10,544.39",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/03/2020,323680,Network Rail Infrastructure Limited,"12,957.29",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/03/2020,325368,Wolseley UK Limited,519.36,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/03/2020,325890,Centregreat Limited,"4,361.74",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,03/03/2020,325970,Centregreat Limited,758.29,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/03/2020,333154,The Firewood Company (UK) Limited T/A Esa Tree Care,"2,180.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/03/2020,333510,Ace Site Services (UK) Limited,"1,200.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/03/2020,333550,Skyline Rope Access Limited,"1,230.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,03/03/2020,333550,Skyline Rope Access Limited,"3,600.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/03/2020,365761,Computacenter (UK) Limited,515.56,Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,03/03/2020,365763,Computacenter (UK) Limited,"1,546.68",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365769,M Bissell Display Limited,"5,802.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,892.50,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,954.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Travellink Solutions Limited,975.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,106.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,106.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,117.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,260.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,358.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"1,860.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365789,Peyton Travel Limited,"3,332.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,035.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,117.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,148.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,170.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,192.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,260.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,335.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,03/03/2020,365790,Peyton Travel Limited,"1,358.00",Revenue,
