DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,TYPE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,All Saints DC Limited,669.02,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,iMeUs Healthcare Limited,684.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,GJ Care & Training Limited,695.52,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,GJ Care & Training Limited,699.94,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Heidi Christoforato t/a Churchfields Home Care,709.18,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,iMeUs Healthcare Limited,738.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,All Saints DC Limited,753.12,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,iMeUs Healthcare Limited,792.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Heidi Christoforato t/a Churchfields Home Care,816.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,iMeUs Healthcare Limited,954.00,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,iMeUs Healthcare Limited,"1,188.00",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,216179,All Saints DC Limited,515.30,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,216179,All Saints DC Limited,785.56,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Heidi Christoforato t/a Churchfields Home Care,676.82,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,GJ Care & Training Limited,769.40,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02/02/2021,100304,HD Adcock (Nelson) Limited,548.56,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/02/2021,101006,eBuyer UK Limited,"1,364.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/02/2021,101031,Ecommercial Cleaning Services Limited,"1,800.00",Revenue,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,02/02/2021,102632,Inspired Learners Limited,"1,130.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/02/2021,130503,The Knowledge Academy Limited,550.00,Revenue,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,02/02/2021,212791,Castell Howell Foods Limited,563.34,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,1 Call Care Limited,647.08,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,1 Call Care Limited,681.24,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215491,Linc-Cymru Housing Association Limited t/a Ty Coch Care Home,582.98,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,216731,ABM Catering for Leisure Limited,"1,650.00",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217541,Care Management Group Limited,"84,732.49",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,912.64,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,"1,064.09",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,"1,064.09",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,"10,213.30",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,"10,213.30",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,217909,Valeplus (Cymru) & Valeplus Extra,"38,534.66",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,218419,1 Call Care Limited,"1,882.79",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GARAGE,02/02/2021,319010,Watts Truck & Van (Cardiff) Limited,743.27,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325366,Kordel Limited,"1,805.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325366,Kordel Limited,"2,618.69",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325382,Kordel Limited,"1,832.08",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325382,Kordel Limited,"1,850.14",Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325851,Kordel Limited,523.73,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/02/2021,325851,Kordel Limited,838.50,Revenue,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/02/2021,333023,Drainforce Limited,"1,842.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/02/2021,350740,Simon Safety & Lifting Centre Limited,"2,000.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/02/2021,359750,Jamjar PR Limited,"1,470.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/02/2021,365763,Prospero Planning Limited,945.00,Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/02/2021,365803,Easyway Minicoach Hire Limited,"1,617.00",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/02/2021,365803,K-Tax Limited,"6,507.50",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/02/2021,365803,CJ Contract Travel Services Limited,"14,527.30",Revenue,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/02/2021,365803,CJ Contract Travel Services Limited,"46,252.24",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/02/2021,421230,Silversands Limited,995.00,Revenue,
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,02/02/2021,834272,John Weaver (Contractors) Limited,"31,417.20",Capital,
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,02/02/2021,834272,John Weaver (Contractors) Limited,"31,417.20",Capital,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,02/02/2021,837176,Arcadis Consulting (UK) Limited,"10,914.84",Capital,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,02/02/2021,842300,Pegasus Developments (Barry) Limited,"115,347.20",Capital,
DIRECT CAPITAL POLICY,CAPITAL POLICY,02/02/2021,852239,Silversands Limited,"5,595.00",Capital,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/02/2021,190011,Clare McRobbie,"3,000.00",Revenue,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02/02/2021,260260,Helena Jones,551.00,Revenue,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/02/2021,101030,Prospero Recruitment Limited,881.20,Revenue,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,02/02/2021,102604,New Directions (Education) Limited,925.00,Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,119.72",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,155.84",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,504.25",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,531.60",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,723.05",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,824.81",Revenue,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,02/02/2021,400050,Sellick Partnership Limited,"1,918.39",Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215022,Middlepatch Limited T/A College Fields Nursing Home,514.29,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215022,Baltimore Care Limited,735.71,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Hebron Hall Limited,503.56,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,507.28,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,HC-One Limited t/a Glanffrwd Care Home,507.93,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,The Manor House St Hilary Limited T/A Milsom House,508.08,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Hebron Hall Limited,511.25,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Waverley Care Centre Limited,512.46,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,512.48,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Waverley Care Centre Limited,515.95,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,June Zehetmayr t/a Tower Hill Residential Home,519.03,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,The Royal Masonic Benevolent Institution Care Company T/A Albert Edward Prince of Wales Court,519.85,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Harrison Care Enterprises Barry Limited t/a Island View,523.58,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,532.06,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,534.45,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Middlepatch Limited T/A College Fields Nursing Home,535.89,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Cheerful Elegant Healthcare Limited t/a Channel View Residential Care Home,535.95,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Hebron Hall Limited,536.47,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,537.74,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,544.55,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Springbank Care Home Limited T/A Springbank Nursing Home,550.19,Revenue,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/02/2021,215489,Northcote Developments Limited,554.47,Revenue,
