DIRECTORATE,SUB DIRECTORATE,"ACCOUNTING
DATE",COST CENTRE,VENDOR NAME,INVOICE DISTRIBUTION AMOUNT,Type,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,502.88,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,Heidi Christoforato t/a Churchfields Home Care,506.43,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,586.04,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,602.26,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,Five Star Home Care Limited,635.64,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,640.78,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,640.78,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,650.63,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,683.62,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,Heidi Christoforato t/a Churchfields Home Care,709.18,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,1st Grade Care Limited,723.88,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,215489,Cardiff Homecare Limited,631.82,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,01/10/2020,217909,Heidi Christoforato t/a Churchfields Home Care,676.82,REVENUE,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01/10/2020,218302,Cardiff & Vale University Local Health Board,"27,567.59",REVENUE,
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,01/10/2020,218302,Cardiff & Vale University Local Health Board,"28,027.10",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"2,730.42",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,060.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,064.20",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,243.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,243.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,402.90",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,402.90",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,402.90",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,402.90",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,631.20",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,The National Fostering Agency Limited,"3,703.80",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,Foster Care Group Wales Cyf,"11,970.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,Stepping Stones Care Services (South Wales) Limited,"12,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,BetterCare Keys Limited,"13,615.71",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,Base Support Services Limited,"16,173.50",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,Birribi Limited,"19,928.66",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260060,Cambian Childcare Limited,"20,592.99",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Llamau Limited,560.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Llamau Limited,560.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Llamau Limited,"1,165.36",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Llamau Limited,"1,184.80",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Llamau Limited,"1,184.80",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260130,Prospero Recruitment Limited,"5,651.08",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260140,Llamau Limited,560.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260200,Smooth Starts Plus Limited,594.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,01/10/2020,260260,Frontline Staffing Limited,"1,443.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/10/2020,333013,Ace Site Services (UK) Limited,540.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,01/10/2020,333510,Ace Site Services (UK) Limited,625.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,01/10/2020,341220,Penllyn Estate LLP,"9,145.15",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/10/2020,355716,David Evans Agricultural Limited,-825.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/10/2020,356020,David Evans Agricultural Limited,-825.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/10/2020,356021,David Evans Agricultural Limited,-850.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,01/10/2020,365763,DEF Software Limited,"40,809.36",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,01/10/2020,400050,Sellick Partnership Limited,"2,028.69",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/10/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"2,972.09",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/10/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"2,972.09",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/10/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"7,430.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/10/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"7,430.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,01/10/2020,405004,Eclipse Hotel Cardiff Limited T/A Holiday Inn Express,"7,430.50",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,01/10/2020,407114,IOTS (UK) Limited,"1,140.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/10/2020,420211,Otech Limited,710.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/10/2020,421230,Complete Business Solutions Group Limited,657.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/10/2020,421230,Hays Specialist Recruitment Limited,850.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,01/10/2020,421230,Hays Specialist Recruitment Limited,"1,250.00",REVENUE,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,01/10/2020,812316,LCB Construction Limited,"7,684.15",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,01/10/2020,812409,LCB Construction Limited,"31,473.76",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,01/10/2020,831559,Charles Endirect Limited,"12,716.71",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,01/10/2020,834262,Roberts Limbrick Limited,"16,600.00",CAPITAL,
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,01/10/2020,837205,LCB Construction Limited,"44,041.13",CAPITAL,
DIRECT CAPITAL POLICY,CAPITAL POLICY,01/10/2020,852239,Datel Services Limited,"-1,575.00",CAPITAL,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,02/10/2020,100111,Rhondda Cynon Taf County Borough Council,"266,185.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,02/10/2020,100304,Teaching Personnel Limited,539.70,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101007,Bay Resourcing Limited,508.65,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101007,Bay Resourcing Limited,543.63,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101007,Bay Resourcing Limited,543.63,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101030,Prospero Recruitment Limited,881.20,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101094,A-Day Consultants Limited T/A Academics,699.20,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101094,A-Day Consultants Limited T/A Academics,874.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101141,Evan Rosser,600.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101141,Celtic Teachers Limited,648.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101213,A & R Contract Cleaning Specialist Limited,"1,095.31",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101216,Grenke Leasing Limited,"3,836.70",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101229,2simple Software Limited,"1,212.50",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101241,Grenke Leasing Limited,"1,476.72",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101285,Siemens Financial Services Limited,635.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101306,Taro Nod Limited,632.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,101315,Teaching Personnel Limited,549.85,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,02/10/2020,104381,Dale Building Maintenance Limited,"20,865.10",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,02/10/2020,130208,Happy Embroidery Limited,654.26,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,02/10/2020,130271,Promo Cymru Trading Limited,"1,600.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,02/10/2020,140122,Childcare Vouchers Limited,"11,140.08",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,Care In Wales Limited T/A Care in the Vale,"22,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,All Care (South Wales) Limited,"45,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,Cardiff Homecare Limited,"12,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,E&G Senior Care Limited t/a Right at Home (Bridgend & Vale of Glamorgan),"19,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,Llysywaun Limited t/a Bayview Lodge Nursing Home,"8,500.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,MHA Care Group t/a Morel Court,"18,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02/10/2020,213505,MHA Care Group t/a Ty Gwyn Private Nursing Home,"24,000.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,02/10/2020,303910,Hays Specialist Recruitment Limited,903.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/10/2020,323685,Asbri Planning Limited,600.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/10/2020,323687,Computacenter (UK) Limited,"3,031.58",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,02/10/2020,325810,Computacenter (UK) Limited,"1,515.79",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/10/2020,333013,Ace Site Services (UK) Limited,575.00,REVENUE,
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,02/10/2020,333500,Ace Site Services (UK) Limited,"8,900.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,NEW REGENERATION,02/10/2020,354727,Secure-a-Field Limited,"1,570.15",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/10/2020,365803,Easyway Minicoach Hire Limited,"2,058.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/10/2020,365803,CJ Contract Travel Services Limited,"48,669.81",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/10/2020,365803,Andrew Barnes,"1,890.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,02/10/2020,365803,Gary P Shaw t/a GP Shaw Taxis,"2,919.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/10/2020,403218,Herongrange Security & Systems Limited,"4,284.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/10/2020,403218,Herongrange Security & Systems Limited,"4,284.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/10/2020,403218,Herongrange Security & Systems Limited,"4,284.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/10/2020,403301,Funeral Services Limited,995.00,REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,REGULATORY SERVICES SHARED SERVICES,02/10/2020,403301,Funeral Services Limited,"1,077.00",REVENUE,
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,02/10/2020,407100,Northgate Public Services (UK) Limited,"5,449.89",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/10/2020,421230,Computacenter (UK) Limited,"2,778.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/10/2020,421230,Computacenter (UK) Limited,"21,789.60",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/10/2020,421230,Computacenter (UK) Limited,"29,052.80",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/10/2020,421230,Hays Specialist Recruitment Limited,"1,275.00",REVENUE,
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,02/10/2020,421230,Hays Specialist Recruitment Limited,"1,700.00",REVENUE,
DIRECT POLICY,GF GRANTS,02/10/2020,465201,Vale of Glamorgan Broadcasting (CIC) t/a Bro Radio,"11,399.08",REVENUE,
DIRECT POLICY,GF GRANTS,02/10/2020,465201,Cadog's Corner Development Group t/a Victoria Park Community Centre,"8,185.50",REVENUE,
DIRECT POLICY,GF GRANTS,02/10/2020,465201,St Peter's Church,"14,730.40",REVENUE,
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,02/10/2020,471921,B.C.B. International Limited,812.00,REVENUE,
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,02/10/2020,810123,AECOM Limited,"14,350.00",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02/10/2020,812312,AECOM Limited,"16,372.45",CAPITAL,
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,02/10/2020,812364,AECOM Limited,"10,022.52",CAPITAL,
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,02/10/2020,831503,Centregreat Limited,"3,864.95",CAPITAL,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101007,Bay Resourcing Limited,508.65,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101007,Bay Resourcing Limited,543.63,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101025,Manhire Jobshop Limited,652.60,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101031,Ecommercial Cleaning Services Limited,"1,800.00",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101047,Ricoh UK Limited,"1,289.31",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101047,New Directions (Education) Limited,757.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101063,The Learning Partnership (Wales) Limited,"1,411.36",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101063,A & R Contract Cleaning Specialist Limited,"2,322.19",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101065,Siemens Financial Services Limited,674.01,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101065,A & R Contract Cleaning Specialist Limited,"3,362.59",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101137,I Teach (Wales) Limited,"10,741.50",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101145,PEAC (UK) Limited,708.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101202,Valley Education Services Limited,668.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101261,A & R Contract Cleaning Specialist Limited,"2,208.18",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101305,Supply Desk Limited,500.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101305,Sovereign Risk Management Limited T/A Schools Advisory Service,"7,076.36",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101305,Bay Resourcing Limited,"1,360.53",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101305,Bay Resourcing Limited,"1,656.31",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101306,Taro Nod Limited,632.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101308,Taro Nod Limited,540.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101308,Taro Nod Limited,540.00,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101308,A & R Contract Cleaning Specialist Limited,"2,803.51",REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05/10/2020,101308,New Directions (Education) Limited,540.72,REVENUE,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/10/2020,102624,Teaching Personnel Limited,529.50,REVENUE,
DIRECT LEARNING AND SKILLS,SCHOOL IMPROVEMENT,05/10/2020,102632,The Amelia Methodist Trust Company Limited t/a Amelia Trust Farm,"3,657.00",REVENUE,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/10/2020,102652,Orbis Education and Care Limited,"8,466.85",REVENUE,
DIRECT LEARNING AND SKILLS,ALN and Wellbeing,05/10/2020,102652,Orbis Education and Care Limited,"8,991.46",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/10/2020,209151,Joanne Weston,837.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/10/2020,209151,Cardiff & Vale University Local Health Board,"50,855.00",REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/10/2020,209151,Jacqueline Hewitson t/a Ladybird Childcare,552.00,REVENUE,
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05/10/2020,209151,Action for Children,"2,000.00",REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,500.78,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,604.52,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,616.88,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,655.34,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,682.60,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,706.98,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,736.44,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,764.96,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,771.86,REVENUE,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05/10/2020,215489,Willowmere Home Care Agency Limited,846.06,REVENUE,
